latitude,longitude,location_name,size_m2,price,bedrooms,bathrooms,property_type,condition,near_school,near_hospital,near_market,parking,security_rating,listing_type
9.599667,41.870882,Ashewa Downtown Market Dire Dawa,1,405.0,2,1,Apartment,new,0,0,1,0,3,rent
9.58494,41.865612,Kefira Market,1,741.0,5,2,House,new,1,0,1,0,4,rent
9.588682,41.855735,Gende Kore Market,1,326.0,3,2,Apartment,needs renovation,1,1,0,0,2,rent
9.604062,41.857593,Addis Ketema,1,617.0,4,5,House,new,0,0,0,0,4,rent
9.592468,41.860773,Sabian,1,795.0,5,4,House,new,0,1,0,1,5,rent
9.590336,41.866397,Megala,1,537.0,4,2,Apartment,new,1,1,0,0,1,rent
9.599628,41.869928,Ashewa Downtown Market Dire Dawa,1,762.0,6,2,House,good,0,0,0,1,4,rent
9.583933,41.867749,Dechatu River,1,647.0,4,3,House,new,1,1,0,1,4,rent
9.598776,41.870258,Ashewa Downtown Market Dire Dawa,1,919.0,7,4,Villa,good,1,1,0,0,3,rent
9.5869,41.855606,Gende Kore Market,1,944.0,7,2,House,new,0,1,1,0,5,rent
9.58379,41.864459,Kefira Market,1,557.0,5,5,Villa,needs renovation,1,0,0,1,2,rent
9.584102,41.865843,Kefira Market,1,291.0,1,1,Apartment,new,1,0,1,1,1,rent
9.616649,41.78092,Melka Jebdu,1,293.0,4,4,House,good,0,0,0,1,4,rent
9.614677,41.725349,Dire Dawa Industrial Park,1,98.0,3,1,Apartment,needs renovation,1,1,0,1,1,rent
9.588468,41.855587,Gende Kore Market,1,881.0,6,2,Villa,new,1,0,1,0,3,rent
9.591562,41.861201,Sabian,1,908.0,7,5,House,new,0,1,0,1,3,rent
9.584672,41.867274,Dechatu River,1,608.0,4,3,Villa,good,1,0,0,0,2,rent
9.591637,41.861666,Sabian,1,865.0,5,2,Villa,new,1,0,1,0,4,rent
9.591206,41.865253,Megala,1,498.0,4,4,House,needs renovation,0,1,0,0,4,rent
9.592204,41.861299,Sabian,1,300.0,2,2,Apartment,needs renovation,1,1,0,1,3,rent
9.614323,41.724074,Dire Dawa Industrial Park,1,272.0,7,4,House,good,0,1,0,1,5,rent
9.591089,41.865582,Megala,1,432.0,4,2,Apartment,needs renovation,0,0,1,0,3,rent
9.614813,41.723983,Dire Dawa Industrial Park,1,209.0,4,4,House,new,0,1,0,1,5,rent
9.615138,41.725352,Dire Dawa Industrial Park,1,260.0,7,3,House,good,1,1,1,1,4,rent
9.592535,41.860049,Sabian,1,933.0,7,5,Villa,new,1,0,0,1,1,rent
9.617432,41.781937,Melka Jebdu,1,418.0,7,3,House,good,0,1,1,0,4,rent
9.605066,41.858178,Addis Ketema,1,389.0,4,1,Apartment,needs renovation,0,1,1,0,3,rent
9.614807,41.725349,Dire Dawa Industrial Park,1,136.0,2,3,Apartment,new,1,1,0,1,5,rent
9.605471,41.859383,Addis Ketema,1,440.0,4,1,Apartment,good,0,0,0,1,1,rent
9.591471,41.860042,Sabian,1,462.0,4,3,House,needs renovation,1,0,1,1,3,rent
9.587558,41.855881,Gende Kore Market,1,429.0,2,2,Apartment,new,0,1,0,0,5,rent
9.593061,41.86122,Sabian,1,575.0,4,3,Apartment,good,0,1,0,0,5,rent
9.599569,41.870543,Ashewa Downtown Market Dire Dawa,1,399.0,3,2,Apartment,good,1,1,1,0,1,rent
9.627376,41.772784,Dire Dawa Railway Station,1,474.0,7,5,Villa,new,0,0,1,0,4,rent
9.588028,41.856761,Gende Kore Market,1,725.0,6,2,Villa,good,0,0,0,1,1,rent
9.590298,41.866988,Megala,1,844.0,7,4,House,new,1,1,0,0,1,rent
9.585359,41.86608,Kefira Market,1,278.0,2,1,Apartment,needs renovation,1,0,1,1,2,rent
9.62889,41.772129,Dire Dawa Railway Station,1,217.0,3,2,Apartment,new,1,0,0,1,3,rent
9.627297,41.772474,Dire Dawa Railway Station,1,349.0,5,5,House,new,0,0,0,1,5,rent
9.613703,41.723631,Dire Dawa Industrial Park,1,172.0,3,3,House,new,0,0,0,1,4,rent
9.628349,41.772449,Dire Dawa Railway Station,1,248.0,6,3,House,needs renovation,1,0,1,1,2,rent
9.615286,41.723623,Dire Dawa Industrial Park,1,114.0,3,3,Apartment,needs renovation,1,0,0,1,4,rent
9.616509,41.780113,Melka Jebdu,1,230.0,4,2,Apartment,good,0,0,0,1,1,rent
9.61566,41.724254,Dire Dawa Industrial Park,1,151.0,4,4,Villa,needs renovation,0,0,1,0,2,rent
9.588619,41.854935,Gende Kore Market,1,298.0,1,2,Apartment,new,0,1,0,1,2,rent
9.59661,41.878177,Legehare,1,515.0,4,2,House,good,1,1,1,0,2,rent
9.616748,41.780987,Melka Jebdu,1,475.0,7,4,Villa,good,0,0,0,0,4,rent
9.628521,41.772951,Dire Dawa Railway Station,1,288.0,5,3,Villa,needs renovation,0,0,1,0,5,rent
9.593049,41.859599,Kezira,1,859.0,7,4,House,good,1,0,0,1,4,rent
9.585359,41.866094,Kefira Market,1,382.0,2,1,Apartment,good,0,1,1,1,4,rent
9.591739,41.86037,Sabian,1,1017.0,6,4,Villa,new,0,0,0,0,5,rent
9.600185,41.869783,Ashewa Downtown Market Dire Dawa,1,322.0,2,3,Apartment,needs renovation,0,1,1,0,5,rent
9.6047,41.859049,Addis Ketema,1,277.0,1,3,Apartment,new,0,1,1,1,1,rent
9.62904,41.772565,Dire Dawa Railway Station,1,184.0,4,5,House,needs renovation,1,0,1,1,1,rent
9.585582,41.86584,Kefira Market,1,465.0,5,5,House,needs renovation,1,1,0,1,1,rent
9.613865,41.725144,Dire Dawa Industrial Park,1,204.0,3,4,Villa,new,0,0,0,0,5,rent
9.596808,41.878596,Legehare,1,559.0,7,5,House,needs renovation,0,0,1,1,1,rent
9.59998,41.870269,Ashewa Downtown Market Dire Dawa,1,551.0,3,4,Villa,good,0,0,0,0,3,rent
9.584763,41.865927,Dechatu River,1,486.0,4,3,Villa,needs renovation,1,1,0,1,2,rent
9.587647,41.856791,Gende Kore Market,1,1026.0,7,2,Villa,new,1,1,1,1,4,rent
9.595439,41.878558,Legehare,1,735.0,5,3,Villa,good,1,1,1,1,4,rent
9.591557,41.86665,Megala,1,594.0,5,2,House,needs renovation,1,1,1,0,5,rent
9.587926,41.856176,Gende Kore Market,1,564.0,4,5,Villa,good,0,0,0,0,1,rent
9.614123,41.725361,Dire Dawa Industrial Park,1,142.0,3,1,Apartment,new,0,1,0,1,2,rent
9.590356,41.865375,Megala,1,678.0,7,4,House,needs renovation,0,1,1,0,3,rent
9.599544,41.869563,Ashewa Downtown Market Dire Dawa,1,483.0,3,1,Apartment,good,0,0,0,0,5,rent
9.587233,41.8569,Gende Kore Market,1,783.0,5,4,Villa,new,1,0,0,0,3,rent
9.61829,41.781794,Melka Jebdu,1,253.0,4,2,Apartment,new,1,0,0,0,1,rent
9.592314,41.86048,Kezira,1,839.0,6,3,Villa,good,1,1,0,1,3,rent
9.59153,41.859485,Kezira,1,742.0,5,3,Villa,new,0,1,1,1,1,rent
9.59843,41.870032,Ashewa Downtown Market Dire Dawa,1,886.0,5,4,Villa,new,0,1,1,0,5,rent
9.598995,41.869506,Ashewa Downtown Market Dire Dawa,1,806.0,5,5,Villa,good,1,0,1,0,5,rent
9.599957,41.869773,Ashewa Downtown Market Dire Dawa,1,258.0,1,2,Apartment,needs renovation,1,0,0,1,5,rent
9.583478,41.866125,Dechatu River,1,798.0,7,4,House,new,1,1,1,0,1,rent
9.61665,41.781243,Melka Jebdu,1,523.0,7,4,Villa,new,0,1,0,1,4,rent
9.615204,41.725207,Dire Dawa Industrial Park,1,166.0,4,4,House,good,1,0,1,1,2,rent
9.595568,41.879708,Legehare,1,647.0,7,2,House,needs renovation,0,0,0,0,4,rent
9.593058,41.860575,Kezira,1,541.0,3,2,House,new,0,1,0,1,3,rent
9.591659,41.860314,Sabian,1,375.0,2,3,Apartment,good,0,1,0,0,3,rent
9.603912,41.857594,Addis Ketema,1,838.0,5,5,Villa,new,1,0,1,1,5,rent
9.598509,41.870043,Ashewa Downtown Market Dire Dawa,1,370.0,3,4,House,needs renovation,0,1,0,0,2,rent
9.616948,41.780186,Melka Jebdu,1,363.0,7,4,Villa,needs renovation,1,1,1,0,3,rent
9.596993,41.878704,Legehare,1,254.0,2,2,Apartment,needs renovation,0,0,0,1,1,rent
9.599054,41.871149,Ashewa Downtown Market Dire Dawa,1,762.0,6,4,House,good,0,1,1,0,4,rent
9.587098,41.854959,Gende Kore Market,1,525.0,5,4,House,needs renovation,1,1,0,0,4,rent
9.584979,41.864873,Kefira Market,1,292.0,2,2,Apartment,needs renovation,0,1,1,1,3,rent
9.628974,41.77259,Dire Dawa Railway Station,1,217.0,3,4,Villa,needs renovation,1,0,0,0,5,rent
9.596189,41.879536,Legehare,1,503.0,6,4,House,needs renovation,0,1,1,1,1,rent
9.603946,41.857901,Addis Ketema,1,510.0,4,1,Apartment,new,0,0,1,1,2,rent
9.614648,41.723817,Dire Dawa Industrial Park,1,325.0,7,3,Villa,new,0,1,0,1,4,rent
9.614082,41.724354,Dire Dawa Industrial Park,1,178.0,3,4,Villa,good,1,0,0,0,4,rent
9.592169,41.859537,Kezira,1,687.0,5,3,House,good,1,1,1,1,4,rent
9.62882,41.772676,Dire Dawa Railway Station,1,105.0,1,2,Apartment,needs renovation,1,1,0,0,3,rent
9.617452,41.781398,Melka Jebdu,1,190.0,2,2,Apartment,new,0,0,0,0,2,rent
9.592333,41.860519,Sabian,1,865.0,5,2,Villa,new,0,0,0,0,4,rent
9.593099,41.860608,Sabian,1,605.0,4,5,House,good,0,1,0,0,4,rent
9.595631,41.877952,Legehare,1,485.0,3,3,House,new,1,1,1,1,2,rent
9.583665,41.866386,Dechatu River,1,522.0,6,5,House,needs renovation,1,0,1,1,1,rent
9.615684,41.725028,Dire Dawa Industrial Park,1,99.0,1,1,Apartment,good,0,1,1,1,5,rent
9.605509,41.858575,Addis Ketema,1,801.0,7,3,House,good,0,1,0,0,4,rent
9.592613,41.860577,Sabian,1,415.0,3,5,House,needs renovation,0,1,0,0,4,rent
9.597061,41.878469,Legehare,1,677.0,5,4,House,good,1,0,0,1,5,rent
9.604476,41.859471,Addis Ketema,1,901.0,6,4,Villa,new,0,0,0,1,4,rent
9.592494,41.859773,Kezira,1,703.0,6,3,House,good,1,1,0,1,2,rent
9.605731,41.859417,Addis Ketema,1,882.0,7,5,House,new,0,0,1,0,4,rent
9.617382,41.780374,Melka Jebdu,1,288.0,4,2,Villa,good,0,1,0,0,1,rent
9.591455,41.859601,Kezira,1,437.0,4,2,Apartment,needs renovation,0,0,0,1,4,rent
9.614878,41.72403,Dire Dawa Industrial Park,1,123.0,3,2,Apartment,good,1,1,1,1,1,rent
9.605014,41.858937,Addis Ketema,1,487.0,4,3,Apartment,good,0,0,1,0,3,rent
9.604246,41.857885,Addis Ketema,1,457.0,3,4,Villa,needs renovation,1,1,1,1,5,rent
9.591906,41.860091,Kezira,1,922.0,6,5,Villa,new,1,0,1,0,3,rent
9.595519,41.877916,Legehare,1,401.0,3,4,Villa,needs renovation,1,1,1,1,2,rent
9.60556,41.859437,Addis Ketema,1,306.0,1,3,Apartment,new,0,0,0,1,3,rent
9.591971,41.860165,Sabian,1,928.0,6,5,Villa,new,0,0,1,0,3,rent
9.591895,41.860251,Kezira,1,547.0,4,3,Apartment,new,1,0,0,0,2,rent
9.614365,41.724326,Dire Dawa Industrial Park,1,173.0,4,2,House,new,0,0,1,1,1,rent
9.584438,41.867417,Dechatu River,1,435.0,3,3,Apartment,new,1,1,0,1,1,rent
9.614609,41.72528,Dire Dawa Industrial Park,1,190.0,5,5,House,good,1,0,1,0,2,rent
9.61725,41.781619,Melka Jebdu,1,251.0,3,3,Apartment,new,0,1,1,0,4,rent
9.597134,41.878066,Legehare,1,715.0,6,5,Villa,good,0,1,0,0,1,rent
9.592063,41.860264,Kezira,1,475.0,5,3,House,needs renovation,1,1,1,0,1,rent
9.583846,41.867606,Dechatu River,1,668.0,4,5,Villa,new,1,1,1,1,2,rent
9.604878,41.857761,Addis Ketema,1,364.0,2,1,Apartment,new,1,0,1,0,2,rent
9.605865,41.857958,Addis Ketema,1,252.0,2,3,Apartment,needs renovation,1,1,0,0,1,rent
9.604875,41.857637,Addis Ketema,1,352.0,4,3,Apartment,needs renovation,0,1,0,0,1,rent
9.584442,41.866477,Dechatu River,1,719.0,6,3,Villa,needs renovation,0,1,1,1,5,rent
9.592314,41.86038,Kezira,1,312.0,1,3,Apartment,good,0,0,0,0,4,rent
9.591395,41.865434,Megala,1,1010.0,7,4,Villa,new,1,0,0,1,2,rent
9.598979,41.869554,Ashewa Downtown Market Dire Dawa,1,886.0,5,3,Villa,new,0,1,1,1,5,rent
9.596352,41.879463,Legehare,1,444.0,4,3,Apartment,good,0,1,0,1,1,rent
9.628926,41.771778,Dire Dawa Railway Station,1,115.0,1,3,Apartment,needs renovation,0,0,1,1,5,rent
9.599218,41.871134,Ashewa Downtown Market Dire Dawa,1,512.0,4,4,House,good,1,1,1,1,1,rent
9.587665,41.8551,Gende Kore Market,1,566.0,3,3,House,new,0,1,1,0,5,rent
9.614879,41.723924,Dire Dawa Industrial Park,1,142.0,3,3,House,good,0,1,0,1,2,rent
9.59247,41.86023,Sabian,1,786.0,5,4,Villa,good,1,0,0,1,4,rent
9.599952,41.870677,Ashewa Downtown Market Dire Dawa,1,308.0,1,3,Apartment,good,0,1,0,1,4,rent
9.605646,41.858962,Addis Ketema,1,367.0,3,3,House,needs renovation,0,0,0,1,3,rent
9.614161,41.725408,Dire Dawa Industrial Park,1,190.0,4,4,House,good,1,1,1,0,5,rent
9.591243,41.861002,Sabian,1,575.0,4,2,Villa,needs renovation,1,1,0,0,5,rent
9.613883,41.723983,Dire Dawa Industrial Park,1,159.0,5,2,House,needs renovation,1,0,1,1,3,rent
9.583846,41.866557,Dechatu River,1,385.0,3,3,House,needs renovation,1,1,1,0,3,rent
9.591528,41.865295,Megala,1,569.0,5,5,House,needs renovation,1,0,0,1,4,rent
9.584875,41.866049,Kefira Market,1,493.0,4,4,House,needs renovation,0,1,1,1,5,rent
9.584927,41.867209,Dechatu River,1,508.0,4,3,Apartment,new,0,1,1,0,1,rent
9.591328,41.860915,Kezira,1,888.0,7,2,Villa,good,1,1,0,1,2,rent
9.587012,41.8561,Gende Kore Market,1,250.0,1,1,Apartment,needs renovation,0,0,1,1,5,rent
9.592623,41.8607,Kezira,1,497.0,4,4,Villa,needs renovation,0,1,0,1,2,rent
9.599875,41.871072,Ashewa Downtown Market Dire Dawa,1,468.0,5,2,House,needs renovation,1,0,0,0,1,rent
9.592996,41.860525,Kezira,1,752.0,4,5,Villa,new,1,0,0,1,4,rent
9.591746,41.860449,Kezira,1,519.0,4,3,House,good,0,0,0,0,1,rent
9.617236,41.78107,Melka Jebdu,1,345.0,7,2,Villa,needs renovation,0,1,1,1,2,rent
9.60581,41.857647,Addis Ketema,1,601.0,3,2,Villa,new,0,1,1,1,4,rent
9.590244,41.866833,Megala,1,844.0,7,4,House,new,0,1,0,0,1,rent
9.627634,41.772876,Dire Dawa Railway Station,1,253.0,4,5,Villa,needs renovation,0,1,1,0,5,rent
9.586825,41.855885,Gende Kore Market,1,702.0,6,2,Villa,needs renovation,0,0,1,1,5,rent
9.584301,41.865725,Kefira Market,1,384.0,3,2,Apartment,needs renovation,0,0,0,1,5,rent
9.584544,41.867421,Dechatu River,1,611.0,5,4,House,good,1,1,1,0,2,rent
9.61512,41.724469,Dire Dawa Industrial Park,1,310.0,7,5,Villa,new,1,0,0,1,3,rent
9.615319,41.724264,Dire Dawa Industrial Park,1,186.0,3,5,Villa,new,0,0,1,1,3,rent
9.590766,41.866784,Megala,1,473.0,4,1,Apartment,needs renovation,0,0,0,1,5,rent
9.592422,41.860053,Kezira,1,1011.0,6,2,Villa,new,0,1,1,0,5,rent
9.615581,41.723912,Dire Dawa Industrial Park,1,158.0,4,2,Villa,needs renovation,0,0,0,1,3,rent
9.591169,41.866278,Megala,1,1022.0,7,2,House,new,0,0,0,1,5,rent
9.584693,41.865904,Kefira Market,1,367.0,3,5,House,needs renovation,0,1,0,1,2,rent
9.591203,41.86025,Kezira,1,490.0,3,3,Apartment,good,0,1,1,0,5,rent
9.61546,41.72438,Dire Dawa Industrial Park,1,190.0,7,4,House,needs renovation,0,0,0,1,2,rent
9.588695,41.856215,Gende Kore Market,1,258.0,2,2,Apartment,needs renovation,1,1,1,1,1,rent
9.583509,41.867194,Dechatu River,1,401.0,2,1,Apartment,new,1,0,1,0,3,rent
9.584706,41.866921,Dechatu River,1,535.0,4,1,Apartment,new,1,1,0,0,2,rent
9.604148,41.859281,Addis Ketema,1,381.0,2,1,Apartment,good,1,0,0,0,5,rent
9.596874,41.879408,Legehare,1,463.0,3,3,House,good,0,0,0,1,3,rent
9.618156,41.78058,Melka Jebdu,1,183.0,3,3,Apartment,needs renovation,0,0,0,0,4,rent
9.605601,41.858071,Addis Ketema,1,670.0,5,3,House,good,0,0,0,0,5,rent
9.590189,41.865461,Megala,1,223.0,1,2,Apartment,needs renovation,1,0,0,1,1,rent
9.588358,41.856002,Gende Kore Market,1,427.0,3,3,Apartment,good,0,0,0,1,3,rent
9.585601,41.866271,Kefira Market,1,841.0,7,5,House,new,1,0,0,0,2,rent
9.599593,41.869611,Ashewa Downtown Market Dire Dawa,1,499.0,3,2,Villa,good,1,0,1,0,1,rent
9.617227,41.780262,Melka Jebdu,1,268.0,5,4,House,needs renovation,1,1,0,0,4,rent
9.592291,41.860681,Sabian,1,778.0,6,5,House,good,1,1,0,1,4,rent
9.590079,41.866733,Megala,1,565.0,4,4,House,good,0,1,0,1,2,rent
9.617701,41.780472,Melka Jebdu,1,361.0,7,2,House,good,0,0,1,0,1,rent
9.592276,41.860527,Kezira,1,284.0,2,2,Apartment,needs renovation,1,1,1,1,2,rent
9.59043,41.866961,Megala,1,848.0,7,2,House,good,0,1,1,0,3,rent
9.592612,41.859923,Sabian,1,714.0,5,3,Villa,good,0,0,1,0,2,rent
9.614065,41.725084,Dire Dawa Industrial Park,1,136.0,3,2,Apartment,good,1,1,0,0,3,rent
9.614236,41.725097,Dire Dawa Industrial Park,1,247.0,7,5,Villa,needs renovation,0,0,0,1,5,rent
9.592754,41.860818,Kezira,1,703.0,6,2,Villa,needs renovation,0,1,0,1,4,rent
9.5916,41.861611,Sabian,1,904.0,7,5,House,good,0,0,0,1,5,rent
9.591364,41.860622,Sabian,1,377.0,3,3,Apartment,needs renovation,0,0,1,1,4,rent
9.585204,41.86709,Dechatu River,1,614.0,4,3,Apartment,new,0,1,1,0,5,rent
9.583418,41.86592,Dechatu River,1,625.0,6,4,Villa,needs renovation,0,0,0,1,2,rent
9.588758,41.855669,Gende Kore Market,1,343.0,1,3,Apartment,new,0,0,1,0,5,rent
9.591683,41.860268,Kezira,1,988.0,7,2,House,new,1,0,0,1,5,rent
9.596297,41.878803,Legehare,1,419.0,3,3,House,good,1,1,1,0,1,rent
9.598472,41.869709,Ashewa Downtown Market Dire Dawa,1,636.0,3,3,Villa,new,1,0,0,1,4,rent
9.61698,41.780602,Melka Jebdu,1,217.0,3,3,Apartment,new,0,0,0,1,1,rent
9.599218,41.871134,Ashewa Downtown Market Dire Dawa,1,512.0,4,4,House,good,1,1,1,1,1,rent
9.585005,41.867352,Dechatu River,1,508.0,4,1,Apartment,new,0,0,0,0,1,rent
9.59661,41.878177,Legehare,1,515.0,4,2,House,good,1,1,1,0,2,rent
9.605427,41.859378,Addis Ketema,1,629.0,7,2,Villa,needs renovation,1,0,1,0,1,rent
9.628235,41.772631,Dire Dawa Railway Station,1,238.0,3,1,Apartment,new,1,0,1,0,5,rent
9.598777,41.869674,Ashewa Downtown Market Dire Dawa,1,566.0,4,3,Apartment,new,1,0,0,1,3,rent
9.584292,41.865957,Dechatu River,1,492.0,4,3,House,needs renovation,0,1,0,0,5,rent
9.591713,41.866606,Megala,1,698.0,5,4,Villa,good,1,1,1,1,1,rent
9.587692,41.856773,Gende Kore Market,1,387.0,3,1,Apartment,good,1,1,0,1,1,rent
9.604842,41.858881,Addis Ketema,1,561.0,4,4,House,new,0,1,0,0,2,rent
9.584827,41.866149,Kefira Market,1,495.0,3,3,Villa,good,1,0,1,1,1,rent
9.592333,41.860519,Sabian,1,865.0,5,2,Villa,new,0,0,0,0,4,rent
9.59145,41.860282,Sabian,1,825.0,5,2,Villa,new,0,0,0,0,3,rent
9.62882,41.772676,Dire Dawa Railway Station,1,105.0,1,2,Apartment,needs renovation,1,1,0,0,3,rent
9.595668,41.87903,Legehare,1,386.0,2,1,Apartment,new,0,0,0,1,3,rent
9.628331,41.772256,Dire Dawa Railway Station,1,261.0,4,3,Villa,good,0,0,0,0,1,rent
9.595964,41.877984,Legehare,1,809.0,7,3,House,good,1,0,0,1,4,rent
9.585139,41.864868,Kefira Market,1,999.0,7,3,Villa,good,0,0,0,1,5,rent
9.614185,41.725063,Dire Dawa Industrial Park,1,279.0,6,5,Villa,good,0,0,0,0,5,rent
9.595283,41.878178,Legehare,1,930.0,7,2,House,new,0,0,1,0,5,rent
9.5959,41.878546,Legehare,1,447.0,5,2,House,needs renovation,1,1,1,0,1,rent
9.585318,41.865773,Kefira Market,1,548.0,3,3,Villa,good,1,1,0,1,3,rent
9.583968,41.86536,Kefira Market,1,367.0,3,1,Apartment,needs renovation,0,1,0,0,4,rent
9.600282,41.870826,Ashewa Downtown Market Dire Dawa,1,953.0,6,5,Villa,new,1,0,1,0,4,rent
9.6151,41.723492,Dire Dawa Industrial Park,1,213.0,6,3,Villa,needs renovation,0,0,1,1,4,rent
9.58757,41.855288,Gende Kore Market,1,328.0,1,3,Apartment,new,0,1,1,0,4,rent
9.592291,41.860681,Sabian,1,778.0,6,5,House,good,1,1,0,1,4,rent
9.588215,41.856833,Gende Kore Market,1,850.0,6,5,House,new,0,0,1,1,5,rent
9.605139,41.858538,Addis Ketema,1,459.0,3,2,House,good,1,0,0,0,3,rent
9.604729,41.858887,Addis Ketema,1,463.0,4,1,Apartment,good,0,1,0,0,2,rent
9.599484,41.8703,Ashewa Downtown Market Dire Dawa,1,678.0,5,4,House,good,0,0,0,1,4,rent
9.60556,41.859437,Addis Ketema,1,306.0,1,3,Apartment,new,0,0,0,1,3,rent
9.591863,41.859072,Kezira,1,662.0,4,5,House,new,1,0,1,0,4,rent
9.628926,41.771778,Dire Dawa Railway Station,1,115.0,1,3,Apartment,needs renovation,0,0,1,1,5,rent
9.584127,41.867814,Dechatu River,1,396.0,3,2,Apartment,good,0,1,0,0,1,rent
9.614609,41.72528,Dire Dawa Industrial Park,1,190.0,5,5,House,good,1,0,1,0,2,rent
9.591388,41.860579,Sabian,1,500.0,4,3,Villa,needs renovation,0,0,1,1,2,rent
9.614112,41.723622,Dire Dawa Industrial Park,1,99.0,2,3,Apartment,needs renovation,1,1,1,1,5,rent
9.587783,41.855912,Gende Kore Market,1,719.0,4,4,Villa,new,0,0,0,0,4,rent
9.604637,41.85761,Addis Ketema,1,244.0,1,1,Apartment,needs renovation,0,1,1,0,5,rent
9.59145,41.860282,Sabian,1,825.0,5,2,Villa,new,0,0,0,0,3,rent
9.628129,41.772731,Dire Dawa Railway Station,1,253.0,4,2,Apartment,new,0,0,0,1,3,rent
9.593058,41.860575,Kezira,1,541.0,3,2,House,new,0,1,0,1,3,rent
9.585005,41.867352,Dechatu River,1,508.0,4,1,Apartment,new,0,0,0,0,1,rent
9.600017,41.869759,Ashewa Downtown Market Dire Dawa,1,647.0,5,5,House,good,1,1,0,1,3,rent
9.6172,41.780699,Melka Jebdu,1,329.0,5,3,Villa,good,0,1,0,1,1,rent
9.614112,41.723818,Dire Dawa Industrial Park,1,166.0,4,1,Apartment,good,1,1,0,0,4,rent
9.593061,41.86122,Sabian,1,575.0,4,3,Apartment,good,0,1,0,0,5,rent
9.592741,41.859282,Kezira,1,375.0,3,3,House,needs renovation,1,0,1,1,2,rent
9.591276,41.86168,Sabian,1,761.0,5,4,House,new,1,1,1,1,4,rent
9.584589,41.867866,Dechatu River,1,527.0,3,3,Apartment,new,0,0,1,1,5,rent
9.604944,41.858322,Addis Ketema,1,626.0,6,2,Villa,needs renovation,1,0,1,1,3,rent
9.589857,41.866364,Megala,1,1010.0,7,4,Villa,new,1,0,0,1,2,rent
9.618019,41.781932,Melka Jebdu,1,333.0,4,2,Villa,new,0,0,1,1,2,rent
9.628312,41.773369,Dire Dawa Railway Station,1,279.0,4,4,House,new,1,1,0,0,3,rent
9.593086,41.860976,Sabian,1,286.0,2,2,Apartment,needs renovation,1,0,0,1,2,rent
9.592183,41.860213,Sabian,1,822.0,5,4,Villa,good,0,1,1,1,5,rent
9.59922,41.871234,Ashewa Downtown Market Dire Dawa,1,616.0,7,5,House,needs renovation,1,1,1,1,2,rent
9.61387,41.725147,Dire Dawa Industrial Park,1,260.0,7,2,House,good,1,0,0,0,4,rent
9.595687,41.878732,Legehare,1,699.0,5,3,Villa,new,0,1,1,0,1,rent
9.605102,41.85812,Addis Ketema,1,801.0,7,5,House,new,1,0,1,0,2,rent
9.60572,41.859036,Addis Ketema,1,685.0,6,5,House,new,1,0,0,0,1,rent
9.629029,41.772713,Dire Dawa Railway Station,1,243.0,5,5,House,needs renovation,1,1,1,0,4,rent
9.614112,41.723818,Dire Dawa Industrial Park,1,166.0,4,1,Apartment,good,1,1,0,0,4,rent
9.58437,41.866243,Kefira Market,1,436.0,3,2,Apartment,new,1,0,1,0,1,rent
9.600157,41.870811,Ashewa Downtown Market Dire Dawa,1,623.0,4,4,House,new,0,0,0,0,3,rent
9.591572,41.860617,Kezira,1,722.0,5,2,House,new,0,1,1,1,3,rent
9.616582,41.780788,Melka Jebdu,1,166.0,3,3,Apartment,needs renovation,0,1,1,0,2,rent
9.62902,41.772448,Dire Dawa Railway Station,1,362.0,7,2,House,good,1,1,0,1,3,rent
9.614879,41.723924,Dire Dawa Industrial Park,1,142.0,3,3,House,good,0,1,0,1,2,rent
9.584054,41.866263,Dechatu River,1,510.0,4,3,Villa,needs renovation,0,0,1,1,3,rent
9.592422,41.860053,Kezira,1,1011.0,6,2,Villa,new,0,1,1,0,5,rent
9.598615,41.87088,Ashewa Downtown Market Dire Dawa,1,483.0,3,5,Villa,needs renovation,0,1,0,1,5,rent
9.627633,41.772177,Dire Dawa Railway Station,1,297.0,7,4,Villa,needs renovation,1,0,1,0,1,rent
9.60414,41.858778,Addis Ketema,1,685.0,6,5,House,new,0,1,1,1,1,rent
9.58873,41.854998,Gende Kore Market,1,709.0,7,2,House,good,1,0,0,1,1,rent
9.596297,41.878803,Legehare,1,419.0,3,3,House,good,1,1,1,0,1,rent
9.628567,41.773387,Dire Dawa Railway Station,1,411.0,7,4,Villa,good,1,1,0,1,3,rent
9.595559,41.879211,Legehare,1,623.0,4,5,House,new,0,1,1,1,4,rent
9.61512,41.724469,Dire Dawa Industrial Park,1,310.0,7,5,Villa,new,1,0,0,1,3,rent
9.592879,41.85934,Kezira,1,469.0,3,1,Apartment,new,1,0,1,0,2,rent
9.587665,41.8551,Gende Kore Market,1,566.0,3,3,House,new,0,1,1,0,5,rent
9.588506,41.856808,Gende Kore Market,1,678.0,7,3,Villa,needs renovation,0,1,1,0,2,rent
9.584301,41.865725,Kefira Market,1,384.0,3,2,Apartment,needs renovation,0,0,0,1,5,rent
9.617236,41.78107,Melka Jebdu,1,345.0,7,2,Villa,needs renovation,0,1,1,1,2,rent
9.590079,41.866733,Megala,1,565.0,4,4,House,good,0,1,0,1,2,rent
9.614723,41.724975,Dire Dawa Industrial Park,1,306.0,6,5,Villa,new,0,1,0,0,5,rent
9.591207,41.865583,Megala,1,640.0,6,4,House,needs renovation,1,0,1,0,4,rent
